ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,0B6899D58E1D595644C7B2A1CAF7ACC46DF5B23C.STORY,SYSSUM.TXT,0.55102,0.09375,0.16024,1
ROUGE-1,183EB700209227DEEB96511DC044D802F2C3E2A7.STORY,SYSSUM.TXT,0.44186,0.07787,0.13240,1
ROUGE-1,18D8E9C2278DD2F980F205443AD4E69602D55ADF.STORY,SYSSUM.TXT,0.75676,0.25000,0.37584,1
ROUGE-1,10683977E6E54553A321A7094455674C848FFA58.STORY,SYSSUM.TXT,0.76000,0.10795,0.18905,1
ROUGE-1,15ED8F6E176AF1557FD9042CC3C70E9FB2634908.STORY,SYSSUM.TXT,0.66667,0.06920,0.12539,1
ROUGE-1,15D466AABF34FDF67404734F396A2E9578BF1CD2.STORY,SYSSUM.TXT,0.50000,0.11450,0.18634,1
ROUGE-1,01E3A3436173D24F3C43F3B5F1BE20D1FD565CC6.STORY,SYSSUM.TXT,0.44898,0.15603,0.23158,1
ROUGE-1,1016E887689B7C328736B82FAC02475D6A848FD1.STORY,SYSSUM.TXT,0.48387,0.21127,0.29412,1
ROUGE-1,1179DA8A0E289586168EBC0B0723DB6A3480DA83.STORY,SYSSUM.TXT,0.67568,0.08446,0.15015,1
ROUGE-1,1863E0D5B6C3B67525EE299CB5610D3B1C5A1DBC.STORY,SYSSUM.TXT,0.46667,0.18584,0.26582,1
ROUGE-1,09F8EBF0D5319187D944977219FB8EDB62F23C29.STORY,SYSSUM.TXT,0.55814,0.10000,0.16961,1
ROUGE-1,1326D2CF749C713D62ECDF322C6502C8CEFB89CF.STORY,SYSSUM.TXT,0.60714,0.20482,0.30631,1
ROUGE-1,0EA46F4EC04715D2ABE78905386CDFADED9B7C58.STORY,SYSSUM.TXT,0.64583,0.27928,0.38994,1
ROUGE-1,161D9EDC7649D4334604228E681F5DDD5557C565.STORY,SYSSUM.TXT,0.63934,0.08091,0.14365,1
ROUGE-1,112BABAFA6913493B18B0B084F40D2E58EAD76D3.STORY,SYSSUM.TXT,0.81633,0.10390,0.18433,1
ROUGE-1,06A0BD80F6CCF863459C8779187E96FA880AA098.STORY,SYSSUM.TXT,0.38710,0.09917,0.15789,1
ROUGE-1,0C73BC7062D37AF63E1EB14613391CACFF4BCE66.STORY,SYSSUM.TXT,0.46429,0.06341,0.11159,1
ROUGE-1,1161226844BD2C824630D301187143BC330F2A1D.STORY,SYSSUM.TXT,0.72727,0.08060,0.14512,1
ROUGE-1,06665FF6DCE169EB3616FEC765D3D56C480F6741.STORY,SYSSUM.TXT,0.62121,0.23034,0.33607,1
ROUGE-1,09A32F9011CC1423425AF007A2C46C59D9F39B1B.STORY,SYSSUM.TXT,0.48780,0.06390,0.11299,1
ROUGE-1,0FD9AD6EC2604BD85ED62CFE088C1DC85FEBAC34.STORY,SYSSUM.TXT,0.49057,0.10078,0.16720,1
ROUGE-1,08AB9587F8910D75B70B6B7CD8F2E25718138B94.STORY,SYSSUM.TXT,0.42857,0.11921,0.18653,1
ROUGE-1,0069A5A18A299389EA9FA6D48EA308056FE08E13.STORY,SYSSUM.TXT,0.47368,0.12329,0.19565,1
ROUGE-1,044FCB7C0009980EC77C33CAB3D1BB6E12F12658.STORY,SYSSUM.TXT,0.71053,0.11842,0.20301,1
ROUGE-1,0B0B5F333A21BAC8C7A25319389A532A70764963.STORY,SYSSUM.TXT,0.56667,0.04558,0.08437,1
ROUGE-1,10C74C013FCA7227B0A97D49E6A12810011AAFE0.STORY,SYSSUM.TXT,0.50877,0.12134,0.19595,1
ROUGE-1,1AF3E7EEF02DCD86B31C6337AA20CFE865BFA151.STORY,SYSSUM.TXT,0.42373,0.22727,0.29586,1
ROUGE-1,1B0A871C2C8BB97DC2C923774070EF73294E6BA8.STORY,SYSSUM.TXT,0.67647,0.14110,0.23350,1
ROUGE-1,085E53C719A2A90E89BA254017D60CE48E2EB3E2.STORY,SYSSUM.TXT,0.61702,0.18831,0.28856,1
ROUGE-1,0C15F4BB435ECEF83AE88A19BA9E3A4BFF98CE28.STORY,SYSSUM.TXT,0.61905,0.19259,0.29379,1
ROUGE-1,18B02F7D9B901DD03CC43D1D29867616B25A08AA.STORY,SYSSUM.TXT,0.58824,0.22222,0.32258,1
ROUGE-1,00E5EB6C1AF59233B661E59B0954A4F84A2F3904.STORY,SYSSUM.TXT,0.50000,0.05917,0.10582,1
ROUGE-1,0A0F56EBC5A0A67ED18DE79D99B40A42D8058D04.STORY,SYSSUM.TXT,0.44898,0.12571,0.19643,1
ROUGE-1,17F972B5352EFC662508FCC022BF45B8C6237B68.STORY,SYSSUM.TXT,0.35714,0.07407,0.12270,1
ROUGE-1,04EAEF04529BA2D89394796FDF043EC28693D78A.STORY,SYSSUM.TXT,0.58000,0.07692,0.13583,1
ROUGE-1,1377AFC65CE4D8219CF66B5C38445CB9827DD20F.STORY,SYSSUM.TXT,0.70175,0.16000,0.26059,1
ROUGE-1,038657573CB32B803ED0BE30720AE286D97A8AA4.STORY,SYSSUM.TXT,0.40000,0.16541,0.23404,1
ROUGE-1,0948C6459B25123E34EF04A66AAC8AB8BE11A567.STORY,SYSSUM.TXT,0.46000,0.12299,0.19409,1
ROUGE-1,0074CE973A86E2C417990950A9C9D24B4699F858.STORY,SYSSUM.TXT,0.50000,0.21600,0.30168,1
ROUGE-1,0AA5F91899B876216D2517A67056E0BE5D16F44C.STORY,SYSSUM.TXT,0.45714,0.08205,0.13913,1
ROUGE-1,023480A2B3D87AD32F71CCC2D978E78BBB468D0E.STORY,SYSSUM.TXT,0.71875,0.16254,0.26513,1
ROUGE-1,0A9371B466754719948ABC5118A9CE6638D9BACD.STORY,SYSSUM.TXT,0.66667,0.13281,0.22150,1
ROUGE-1,104BC3A19068E4BBCA9B6DDC3BE0403739A15405.STORY,SYSSUM.TXT,0.51163,0.08271,0.14239,1
ROUGE-1,0DD9549C9AA51EE3F1100725DE1D88D9B83BFF07.STORY,SYSSUM.TXT,0.58000,0.24370,0.34320,1
ROUGE-1,17283E60CFBCD76106E100E3958327209CA1BC5C.STORY,SYSSUM.TXT,0.48649,0.11842,0.19048,1
ROUGE-1,11071DF65A0A05C54543F29ADE35F9CBF97E91DF.STORY,SYSSUM.TXT,0.45283,0.12632,0.19753,1
ROUGE-1,124C24DB2ECA901941CB0690BCFA19B8D76497A7.STORY,SYSSUM.TXT,0.67500,0.05094,0.09474,1
ROUGE-1,0893A2B8C5930B1E9A803A8FEFC99C0C375B5B0F.STORY,SYSSUM.TXT,0.54054,0.11834,0.19417,1
ROUGE-1,0BBEE955EC6C803EADB4AFA05C0198CC8722FE02.STORY,SYSSUM.TXT,0.62500,0.05308,0.09785,1
ROUGE-1,0DF728F3A6F3220CE2A42E47E05B5EA0D6201ACC.STORY,SYSSUM.TXT,0.29412,0.07812,0.12346,1
ROUGE-1,195D382536BA946C4BC49973680E208A493D733A.STORY,SYSSUM.TXT,0.61364,0.16265,0.25714,1
ROUGE-1,15E5A305EBE5CA2C627E710FEAA42B8E63803D86.STORY,SYSSUM.TXT,0.50000,0.16031,0.24277,1
ROUGE-1,1670BF1E0F08F0AC161096F8E8812418963C238C.STORY,SYSSUM.TXT,0.52381,0.11055,0.18257,1
ROUGE-1,068DB2E3D817950C03A913830550BEA32BAAA2AB.STORY,SYSSUM.TXT,0.72727,0.09023,0.16054,1
ROUGE-1,0AE424AE15992799870DC89A4FC82925DDEDA32A.STORY,SYSSUM.TXT,0.44643,0.16234,0.23810,1
ROUGE-1,106D91B562D0BE1BA41AC471893E17F4064F9536.STORY,SYSSUM.TXT,0.62500,0.19126,0.29289,1
ROUGE-1,04875401293DF3936BB922E93E9DC4F9A9D342C2.STORY,SYSSUM.TXT,0.30000,0.06667,0.10909,1
ROUGE-1,1499B44ED53E16066F7591B61EEEC8FBB0CE545E.STORY,SYSSUM.TXT,0.38889,0.15730,0.22400,1
ROUGE-1,0DBB290318785B79444AE558FA64B1C6027D7FF1.STORY,SYSSUM.TXT,0.38636,0.10692,0.16749,1
ROUGE-1,19B51A4B155B86FAE01204ECD0DBBC5E28A55E25.STORY,SYSSUM.TXT,0.37500,0.15929,0.22360,1
ROUGE-1,1A17EFE2D7DBE854A26446045F50E5392E8D8277.STORY,SYSSUM.TXT,0.69231,0.14286,0.23684,1
ROUGE-1,0BEBED92C7F717316F3453E7B0084742E9E33396.STORY,SYSSUM.TXT,0.47826,0.20952,0.29139,1
ROUGE-1,0BECFE5BB8621FEC93104E117C79A8356F71C49E.STORY,SYSSUM.TXT,0.48214,0.27273,0.34839,1
ROUGE-1,10CBACF768337F1038B265FF36E6D7A64911F4CD.STORY,SYSSUM.TXT,0.39216,0.10811,0.16949,1
ROUGE-1,1B102B21A4929C5E87A203537AC4415B747DD249.STORY,SYSSUM.TXT,0.70213,0.20122,0.31280,1
ROUGE-1,1113185ECEAC2AC3A8BED15A4AE37CA35F3AA704.STORY,SYSSUM.TXT,0.54167,0.04037,0.07514,1
ROUGE-1,169FFA5F520E236179371DE5B17E4680156775C8.STORY,SYSSUM.TXT,0.28814,0.18478,0.22517,1
ROUGE-1,07C1F44591E110853D04FFD9B75291559C3C9199.STORY,SYSSUM.TXT,0.71053,0.10714,0.18621,1
ROUGE-1,110CEF3EF660F8A98B7244B6980E97703765DCD8.STORY,SYSSUM.TXT,0.64444,0.10284,0.17737,1
ROUGE-1,07E44B1A4DB92D02DE47D68297872A2EFBCCBCA3.STORY,SYSSUM.TXT,0.44737,0.06996,0.12100,1
ROUGE-1,14070C2AB2740C07D60C8418BB5DCD613BD626BF.STORY,SYSSUM.TXT,0.65385,0.12639,0.21184,1
ROUGE-1,136B0C53E39E233CCEA72BC1855FCC6A5B5A6FA5.STORY,SYSSUM.TXT,0.65854,0.11345,0.19355,1
ROUGE-1,14E3768B190D456ECBDC69E05AE5151AF26B52A9.STORY,SYSSUM.TXT,0.68627,0.10145,0.17677,1
ROUGE-1,11B143CC2D0EC021A8D03D5006D1F57E10862210.STORY,SYSSUM.TXT,0.41667,0.10101,0.16260,1
ROUGE-1,03C8DE8671BA44F77349686BB3FBBF67DC86CC3F.STORY,SYSSUM.TXT,0.37209,0.08205,0.13445,1
ROUGE-1,1B0369FDFA9E7B8ACEAE7DF175E2236BD4602E88.STORY,SYSSUM.TXT,0.50000,0.06757,0.11905,1
ROUGE-1,0181125559F8871916BF04C5F7F15DC3E42E5DA4.STORY,SYSSUM.TXT,0.60526,0.03993,0.07492,1
ROUGE-1,08102A4509565732289F843007D08CFA72EA5456.STORY,SYSSUM.TXT,0.42553,0.07018,0.12048,1
ROUGE-1,189D9415836938C00BAA34AB087069B10A4D2D78.STORY,SYSSUM.TXT,0.62000,0.13717,0.22464,1
ROUGE-1,1993A11E9EAD4871434F34AD1B4D9F957F334DD5.STORY,SYSSUM.TXT,0.58333,0.09459,0.16279,1
ROUGE-1,01F4E9B3B92FB786F086ED606B34D5DABCD0DAF4.STORY,SYSSUM.TXT,0.51351,0.21348,0.30159,1
ROUGE-1,1470E8C94E3CD67D80D98D5E6331F532D94E64F3.STORY,SYSSUM.TXT,0.30508,0.12766,0.18000,1
ROUGE-1,01D3F5950DD99B3069AFD4E626F345E70F76A94F.STORY,SYSSUM.TXT,0.70000,0.24648,0.36458,1
ROUGE-1,051B8A566ED5D6F3BF0B29852446C51D3EAA2C37.STORY,SYSSUM.TXT,0.66667,0.10435,0.18045,1
ROUGE-1,139651BAEBF835AADC16EEF5E487AD8F2CF11814.STORY,SYSSUM.TXT,0.44068,0.09630,0.15805,1
ROUGE-1,12C0F9520AE24B525740453CA5804052CBDC438B.STORY,SYSSUM.TXT,0.47917,0.05583,0.10000,1
ROUGE-1,155983EFB097FAFD35AF36FD6E42C19F907B24C1.STORY,SYSSUM.TXT,0.65957,0.09936,0.17270,1
ROUGE-1,0FD45E4C11ED3C25E06CFCC4829E203D11946176.STORY,SYSSUM.TXT,0.61818,0.13077,0.21587,1
ROUGE-1,1839E50B6050D4F893875CDAA0021A8CACEAA126.STORY,SYSSUM.TXT,0.46875,0.03571,0.06637,1
ROUGE-1,0D875457F8830F36256FECAD4FEF85AFBB87528D.STORY,SYSSUM.TXT,0.41176,0.08936,0.14685,1
ROUGE-1,0DD7AC5570DB2595AFB331673675441C10B91CBC.STORY,SYSSUM.TXT,0.42105,0.16667,0.23881,1
ROUGE-1,19A7629DFCB5347DD3F8BC51F6033D0B9E3D804C.STORY,SYSSUM.TXT,0.44444,0.09756,0.16000,1
ROUGE-1,09A2806B16A9121612794C37CE05D64684E5BA8E.STORY,SYSSUM.TXT,0.54386,0.09172,0.15696,1
ROUGE-1,129F5871DFE7453FB0197673B99E18581A5A9D3C.STORY,SYSSUM.TXT,0.40476,0.16505,0.23448,1
ROUGE-1,03865DE183A99EE77ED4979D61B0667F6E5C1D77.STORY,SYSSUM.TXT,0.30000,0.09000,0.13846,1
ROUGE-1,02A27A18B0EED52AB39670F007B6B77DA518B4CE.STORY,SYSSUM.TXT,0.72414,0.18103,0.28966,1
ROUGE-1,17288BF7103FAB9459507C8331368C6F252F1709.STORY,SYSSUM.TXT,0.64706,0.11111,0.18966,1
ROUGE-1,0EDD72FDDBC631A199F45DFD10F6EFC7AAC9C1FA.STORY,SYSSUM.TXT,0.42500,0.10059,0.16268,1
ROUGE-1,0790E0C58FD3EA5C6E29A5BC8347B5C97063E43A.STORY,SYSSUM.TXT,0.48780,0.08811,0.14925,1
ROUGE-1,17ABB355D3B36A9D524A52E55F7B0CB290EE26FF.STORY,SYSSUM.TXT,0.47826,0.10476,0.17188,1
ROUGE-1,09F9AF57AB354267EAD7CA08F770D78D7F3212DE.STORY,SYSSUM.TXT,0.62963,0.09214,0.16076,1
ROUGE-1,1067517D2F2C88F4926A0BECB4A2559705771C5D.STORY,SYSSUM.TXT,0.59375,0.13768,0.22353,1
ROUGE-1,1191C5347E0DC301B3C14C1AA7C4C90C73EB320F.STORY,SYSSUM.TXT,0.72973,0.16875,0.27411,1
ROUGE-1,1743EBFD6B53963E6552E55756ACDF210723F564.STORY,SYSSUM.TXT,0.78049,0.06544,0.12075,1
ROUGE-1,1B06B902AAEB01A4990549D923E32264D6A88095.STORY,SYSSUM.TXT,0.57143,0.06695,0.11985,1
ROUGE-1,0378A83A1AA9135513FCFD15D894CFE62DF18999.STORY,SYSSUM.TXT,0.64286,0.14938,0.24242,1
ROUGE-1,036552D59710680F841620F2DEEC6336708C7576.STORY,SYSSUM.TXT,0.40426,0.18627,0.25503,1
ROUGE-1,1075F686198116EDCEBAF8CB21286773220AF567.STORY,SYSSUM.TXT,0.36735,0.22500,0.27907,1
ROUGE-1,0A7B9F1CD08208DBF8A7759ED079DF1E2270DF0A.STORY,SYSSUM.TXT,0.59615,0.09394,0.16230,1
ROUGE-1,0FB25FD491A1996146D8069CCFA50997FE7621AC.STORY,SYSSUM.TXT,0.54348,0.08039,0.14006,1
ROUGE-1,15AA767E7C290335DF0A82E0C070D7EE8839C639.STORY,SYSSUM.TXT,0.38462,0.08671,0.14151,1
ROUGE-1,08F3F01966014B1E168543DDF3ECA91E27C1C2DC.STORY,SYSSUM.TXT,0.52083,0.10246,0.17123,1
ROUGE-1,018DB7F5995EF1E3C7A65F617F56BA509DC69224.STORY,SYSSUM.TXT,0.53333,0.07385,0.12973,1
ROUGE-1,02F9406AE295459F39D6AF0A86DBBF9A4BE8C329.STORY,SYSSUM.TXT,0.62745,0.18182,0.28194,1
ROUGE-1,16F43BAD39068823000E47D8D39C674B37EC7B07.STORY,SYSSUM.TXT,0.68085,0.18182,0.28700,1
ROUGE-1,04FCCD3AD94FAA6DA3CC46B4F92411E20F63DC30.STORY,SYSSUM.TXT,0.46000,0.11058,0.17829,1
ROUGE-1,0D5B1EB766356D5F70A8F0B22F9B882F1D013BE0.STORY,SYSSUM.TXT,0.53571,0.05639,0.10204,1
ROUGE-1,00DAD5D893F836F53080DE50E9B983AD2F9BCD22.STORY,SYSSUM.TXT,0.59574,0.17391,0.26923,1
ROUGE-1,032449C915ACC507CABF1E0A2EA64BF88397F332.STORY,SYSSUM.TXT,0.61364,0.15698,0.25000,1
ROUGE-1,11A307950859BC8FCFE3E03E95DF334D449AF6F6.STORY,SYSSUM.TXT,0.64151,0.11684,0.19767,1
ROUGE-1,0129AA6C6F670CE0728C24EF8D4BEA7A3B4DFEC4.STORY,SYSSUM.TXT,0.28947,0.11458,0.16418,1
ROUGE-1,0BAD09CD218E0218902F897A706CD47BBE647B26.STORY,SYSSUM.TXT,0.58333,0.11254,0.18868,1
ROUGE-1,112A0B18EE4E32553339766C16D81ADD2B12C2EE.STORY,SYSSUM.TXT,0.31429,0.04089,0.07237,1
ROUGE-1,094D0A699EAC6459BD0B9199CD315B8043DD04CB.STORY,SYSSUM.TXT,0.54286,0.11801,0.19388,1
ROUGE-1,098ED9B38DA7C8004963DF9E0DC665E29EEE075E.STORY,SYSSUM.TXT,0.51724,0.14423,0.22556,1
ROUGE-1,05D1A99F9C32FEC632B370297167BBDEE9AE8D56.STORY,SYSSUM.TXT,0.49123,0.09929,0.16519,1
ROUGE-1,0FAE8999DBE2909B4D00411B7ECE9F2BD2CCAAC8.STORY,SYSSUM.TXT,0.53571,0.15707,0.24291,1
ROUGE-1,0A7BE0F07C7A10C75F1815263E91E7046B0296C5.STORY,SYSSUM.TXT,0.50000,0.13587,0.21368,1
ROUGE-1,16C75A7BE0C2DC24503AC72DA2A89E616F389D9E.STORY,SYSSUM.TXT,0.69811,0.08605,0.15321,1
ROUGE-1,04EFD7F5E9517E1412D79082C4F5574222F5E33A.STORY,SYSSUM.TXT,0.72917,0.20349,0.31818,1
ROUGE-1,174ABE13166361C268DE2125B09B37BC08D58F11.STORY,SYSSUM.TXT,0.69388,0.09239,0.16307,1
ROUGE-1,1935F86BCCACDE9A7D5591E1D081C4C70468CBDA.STORY,SYSSUM.TXT,0.49091,0.17881,0.26214,1
ROUGE-1,04009B367A9F4147A50483DB11D743FD75C00886.STORY,SYSSUM.TXT,0.69811,0.11012,0.19023,1
ROUGE-1,0EC1910CE9F64617291991D504C5151920DE3F38.STORY,SYSSUM.TXT,0.40476,0.19767,0.26562,1
ROUGE-1,08247AB43E8CC2CC67678EDD8BBBF7FA9E4636EF.STORY,SYSSUM.TXT,0.28947,0.10185,0.15068,1
ROUGE-1,005D4294912831A4A6D30FBAAB0A50E1D0D72072.STORY,SYSSUM.TXT,0.60870,0.11290,0.19048,1
ROUGE-1,15811E60CDC9E9ADC12DB6BD15AAB082DD8CD7A2.STORY,SYSSUM.TXT,0.59615,0.09172,0.15897,1
ROUGE-1,0F415BE8208C831F7209B39BC857A8B29AC67623.STORY,SYSSUM.TXT,0.39535,0.10180,0.16190,1
ROUGE-1,16F3A76EF00928E45006DB8D6B4CC775EBC7E313.STORY,SYSSUM.TXT,0.60000,0.10305,0.17590,1
ROUGE-1,06A16B15F15B450B3D69D02CC958EB099C1FFA56.STORY,SYSSUM.TXT,0.39394,0.10924,0.17105,1
ROUGE-1,114EAF57BC382C661E64967BBDB847A64E1D9732.STORY,SYSSUM.TXT,0.55556,0.22013,0.31532,1
ROUGE-1,014552E5A65AE0A97CDE284D0B59012DAFD5E13B.STORY,SYSSUM.TXT,0.59615,0.08883,0.15461,1
ROUGE-1,11DF51322A0185ADA380CFBA15EB805559016378.STORY,SYSSUM.TXT,0.58929,0.09244,0.15981,1
ROUGE-1,01E911AC71B3F00555E2D2FF213521B7FA4D4E08.STORY,SYSSUM.TXT,0.45946,0.09140,0.15247,1
ROUGE-1,05C540C527D2373B919BF6B7EC0103B3E9D6DA82.STORY,SYSSUM.TXT,0.56757,0.12963,0.21106,1
ROUGE-1,16722659EB0ECA325E6DF630DCB88D6BF33DF2C7.STORY,SYSSUM.TXT,0.52778,0.14615,0.22892,1
ROUGE-1,077A049CD0F11842FB93160980EEC5118FEB9D4F.STORY,SYSSUM.TXT,0.64103,0.10246,0.17668,1
ROUGE-1,16C349D7AF338061D109C3EB8E31FCF6D940E07B.STORY,SYSSUM.TXT,0.42500,0.05280,0.09392,1
ROUGE-1,10BCB0B275A4584DA5D06829B6B50F0FF6489B4F.STORY,SYSSUM.TXT,0.40541,0.07353,0.12448,1
ROUGE-1,12B6BF3B771670C94D4180C5CB0554B3639DA1A9.STORY,SYSSUM.TXT,0.52632,0.07782,0.13559,1
ROUGE-1,0C508AA4E91B933AAC4E49E381B3B8252B0FE803.STORY,SYSSUM.TXT,0.60870,0.27451,0.37838,1
ROUGE-1,11292BCD2BCE8BD05A62F5AE01B12E23E2EBA7F9.STORY,SYSSUM.TXT,0.51282,0.09804,0.16461,1
ROUGE-1,049C7644F1099D941CD8461C9E70ADDDF9134334.STORY,SYSSUM.TXT,0.69767,0.07126,0.12931,1
ROUGE-1,14364DA85F15AAAD66A0393A0A21F0C52E7F20D1.STORY,SYSSUM.TXT,0.47170,0.13966,0.21552,1
ROUGE-1,09A3C954B4CF9C04A506899BD583E8AE8B078F73.STORY,SYSSUM.TXT,0.47619,0.06349,0.11204,1
ROUGE-1,10696F72B8E0794543623AD233A6D56D30617963.STORY,SYSSUM.TXT,0.78049,0.12598,0.21695,1
ROUGE-1,042F45FABE07E5E8938C4B23D84CD72E571ABDC9.STORY,SYSSUM.TXT,0.40000,0.09091,0.14815,1
ROUGE-1,051C93A9B52B055DD7E59477DD53842C0D8DF994.STORY,SYSSUM.TXT,0.43396,0.09312,0.15333,1
ROUGE-1,0205DEF85E7869C527081768D3DF137BF9B87D87.STORY,SYSSUM.TXT,0.44643,0.07246,0.12469,1
ROUGE-1,113C08533698F1451D32A2472990E791EC89A00D.STORY,SYSSUM.TXT,0.59184,0.07455,0.13242,1
ROUGE-1,0C0FF2DAAC320F59ECDA5BE3E5610D02D35109C6.STORY,SYSSUM.TXT,0.54000,0.21951,0.31214,1
ROUGE-1,035A968AAE45DFCEB81E12DC504F39A7544B3EF0.STORY,SYSSUM.TXT,0.55556,0.18182,0.27397,1
ROUGE-1,0A83C82CA6874B60F1C4D4D89BCE849EE61074B4.STORY,SYSSUM.TXT,0.38889,0.11475,0.17722,1
ROUGE-1,02AEC4B306FA659C7BB5F91B8C089002EB1A3B3C.STORY,SYSSUM.TXT,0.46875,0.08427,0.14286,1
ROUGE-1,0B2C794FBF6D9443E9571AD9F5A159C973F05936.STORY,SYSSUM.TXT,0.45946,0.11258,0.18085,1
ROUGE-1,04CB633EEB33E485F2BE54B7355D93424AA24B2D.STORY,SYSSUM.TXT,0.58824,0.10363,0.17621,1
ROUGE-1,04F92CA9A95D0439F0ABC93331A59B3EF466B0B9.STORY,SYSSUM.TXT,0.48936,0.12234,0.19574,1
ROUGE-1,1AF2EA4AE9CAFFA06F9B47BDFCBFBE55F41A09CA.STORY,SYSSUM.TXT,0.52500,0.06688,0.11864,1
ROUGE-1,14815E0D6B1BB88D4C00FEBD455B323A00D2F1F8.STORY,SYSSUM.TXT,0.66667,0.10853,0.18667,1
ROUGE-1,0A72D04B9B36A08F5C014FD8C8ECEE670A8FCE1B.STORY,SYSSUM.TXT,0.44898,0.15278,0.22798,1
ROUGE-1,1038BE2B9615205CD6E85C614756D073D0C484AC.STORY,SYSSUM.TXT,0.70270,0.07143,0.12968,1
ROUGE-1,09C5E291B8A2A8D004B88662A65B0AFB2B3F6FF3.STORY,SYSSUM.TXT,0.62069,0.12811,0.21239,1
ROUGE-1,075A466B54E5BE21DB38EA1675F2323373DA06AF.STORY,SYSSUM.TXT,0.40426,0.08085,0.13475,1
ROUGE-1,0FCB92AC0DA30BE531E37EABFE9F82AF93CE2391.STORY,SYSSUM.TXT,0.65625,0.06344,0.11570,1
ROUGE-1,0AE86FA472C851B0C33F8A54635E64AD3596F2B9.STORY,SYSSUM.TXT,0.53448,0.08708,0.14976,1
ROUGE-1,16F540484EA4F95A034D781AA260EDE1C95013A1.STORY,SYSSUM.TXT,0.55357,0.12757,0.20736,1
ROUGE-1,0FCE8167AB54100AA39029FD96D49BBD2FF62982.STORY,SYSSUM.TXT,0.46154,0.10256,0.16783,1
ROUGE-1,0A20B0FEAF34C9942D4F9BB7D3E9B0AEBE8419D8.STORY,SYSSUM.TXT,0.46939,0.12994,0.20354,1
ROUGE-1,17797B934FB98CDF4C6ADDF3A4CC2F2C332D8DD1.STORY,SYSSUM.TXT,0.35556,0.08247,0.13389,1
ROUGE-1,055F3CBFB9110F60EC3F13EA3B9C81FF8FC057F5.STORY,SYSSUM.TXT,0.69231,0.09068,0.16036,1
ROUGE-1,10FC985B20A93BE22E95BE41C16540609112D17F.STORY,SYSSUM.TXT,0.56140,0.15166,0.23881,1
ROUGE-1,042267399D50B5B1699FADF518EB78642838968B.STORY,SYSSUM.TXT,0.37500,0.08300,0.13592,1
ROUGE-1,16714FCB8037BA1E514866B1EBE451095574BF51.STORY,SYSSUM.TXT,0.47727,0.10345,0.17004,1
ROUGE-1,06571A6CE9DAA8972DCCAC023C4B1BD70FB6C635.STORY,SYSSUM.TXT,0.72093,0.26050,0.38272,1
ROUGE-1,03574037C48B8016EEE986F097C62F7F1EB30ECF.STORY,SYSSUM.TXT,0.30769,0.17978,0.22695,1
ROUGE-1,03F312B1DB9AAD1E818388588967B1072FCD1060.STORY,SYSSUM.TXT,0.47170,0.13158,0.20576,1
ROUGE-1,09C9EF8E250DF7BC986EEF18E6834F509628EDF3.STORY,SYSSUM.TXT,0.51923,0.14362,0.22500,1
ROUGE-1,0C070FED61942D0EF2E4FEBB179EC5DF82F69241.STORY,SYSSUM.TXT,0.44444,0.11765,0.18605,1
ROUGE-1,12F53444206DE85DF653D0BE468F25EFC152947C.STORY,SYSSUM.TXT,0.57447,0.07258,0.12888,1
ROUGE-1,19E0C7111238D84DD5C0164525FC4330DFD365E6.STORY,SYSSUM.TXT,0.50000,0.14045,0.21930,1
ROUGE-1,079ADE1CE0859AB700EA33F0CC721093FCC6E383.STORY,SYSSUM.TXT,0.30556,0.09016,0.13924,1
ROUGE-1,02A73FA6165EFAE4DF3711A37C6BEB0E328D8F86.STORY,SYSSUM.TXT,0.57143,0.08421,0.14679,1
ROUGE-1,16EF6FD77F7352E4ED9EF09F744D262299C4EA34.STORY,SYSSUM.TXT,0.58696,0.17532,0.27000,1
ROUGE-1,094594F42AA1828294BE55F844BDA7CC3D52E037.STORY,SYSSUM.TXT,0.55932,0.18033,0.27273,1
ROUGE-1,0A10D46E8D848941656352CDF58E587143896F2F.STORY,SYSSUM.TXT,0.53846,0.11382,0.18792,1
ROUGE-1,03318E280520C957C7DCB3C7C2798D568F14A596.STORY,SYSSUM.TXT,0.52500,0.07394,0.12963,1
ROUGE-1,0B76BC9C4711D8711EB2B133D40CE4AD0DED3101.STORY,SYSSUM.TXT,0.50000,0.16129,0.24390,1
ROUGE-1,09B3966E450FDFE4AF4A753B07738F6D3B8B9E1B.STORY,SYSSUM.TXT,0.47917,0.14286,0.22010,1
ROUGE-1,12FCDB4D2C432AA474F32D1E98BA4975663EE5CC.STORY,SYSSUM.TXT,0.68293,0.10294,0.17891,1
ROUGE-1,0B000695F3F46D5BE6292284B6D9AC63187DFB86.STORY,SYSSUM.TXT,0.51020,0.21930,0.30675,1
ROUGE-1,00C67840A853C432C2EAE369B58A2119D960ADA5.STORY,SYSSUM.TXT,0.41509,0.17054,0.24176,1
ROUGE-1,1218648C2BA383E4C591FA354D2AE1F37201E5E8.STORY,SYSSUM.TXT,0.59259,0.17680,0.27234,1
ROUGE-1,00EFDEC5A2182499A8453A1C64EA5351A5550104.STORY,SYSSUM.TXT,0.41379,0.10435,0.16667,1
ROUGE-1,02C393F909E32DC3226BD3ABDB59328ECD914860.STORY,SYSSUM.TXT,0.38889,0.08750,0.14286,1
