ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,0D8F5377048D121C9AC3635BCFD5948FA8CCC84A.STORY,SYSSUM.TXT,0.47368,0.10506,0.17197,1
ROUGE-1,190369109D274BA071B0EF4F37C3B347C996E289.STORY,SYSSUM.TXT,0.52632,0.08811,0.15094,1
ROUGE-1,11B0120789A6F0CA4E259049BF9A2A6A3A566E5B.STORY,SYSSUM.TXT,0.61538,0.09524,0.16495,1
ROUGE-1,090127B3C254B352FFEBCF4B2109F04482A2312B.STORY,SYSSUM.TXT,0.48387,0.08721,0.14778,1
ROUGE-1,1151FF9C7F0EE56E628465B4A0ED46BFAAA24185.STORY,SYSSUM.TXT,0.42857,0.03180,0.05921,1
ROUGE-1,07DE5FCE9AE922424250BA4B6B05CD25649C09AB.STORY,SYSSUM.TXT,0.38636,0.16346,0.22973,1
ROUGE-1,1A019A4B4AA81180CBF77E77E0C93D9B08364652.STORY,SYSSUM.TXT,0.71698,0.06051,0.11160,1
ROUGE-1,19FC49751F2C360CE9573F420EB182F80F6E6290.STORY,SYSSUM.TXT,0.49020,0.07246,0.12626,1
ROUGE-1,163DBAB6C1EF59B64764A13E462C78A9EF5C7070.STORY,SYSSUM.TXT,0.56140,0.25197,0.34783,1
ROUGE-1,0AA95701AF1DE32C1D4FDCF406B962EE74609989.STORY,SYSSUM.TXT,0.33333,0.06329,0.10638,1
ROUGE-1,12048FEFBC84820826FA74F8701C0050FA1FBBB6.STORY,SYSSUM.TXT,0.57895,0.14194,0.22798,1
ROUGE-1,0A475A12CF5AA8CD3F16EC8828A2146F5FC0902B.STORY,SYSSUM.TXT,0.35714,0.12195,0.18182,1
ROUGE-1,1155F5FE7E43CE947EDE557841EE9FC9447F594A.STORY,SYSSUM.TXT,0.73333,0.06509,0.11957,1
ROUGE-1,04C2DDCFC1370031977272EB5D7E61B412EFE938.STORY,SYSSUM.TXT,0.39474,0.06977,0.11858,1
ROUGE-1,00A57BEF588A7E7EFD0438FBA62F07356C59B036.STORY,SYSSUM.TXT,0.56667,0.21519,0.31193,1
ROUGE-1,100B2CAB211514722DDD074015A0D02FEA78AAB7.STORY,SYSSUM.TXT,0.56604,0.17442,0.26667,1
ROUGE-1,0CB71BF637F81EDC2E877255F025D195793C6FB0.STORY,SYSSUM.TXT,0.33333,0.10000,0.15385,1
ROUGE-1,17A98B317564B18E2D317E40C1B0D7490985A6F7.STORY,SYSSUM.TXT,0.52000,0.17219,0.25871,1
ROUGE-1,0F226D40106053D2047FE76A0765DB7893F0BB14.STORY,SYSSUM.TXT,0.50000,0.07742,0.13408,1
ROUGE-1,03BED7A2BD75558CFD6EF5F4DDAD179449771600.STORY,SYSSUM.TXT,0.63158,0.13333,0.22018,1
ROUGE-1,0E51A011F44D51E8BCCD75086B86D612349EF0DC.STORY,SYSSUM.TXT,0.48276,0.19444,0.27723,1
ROUGE-1,1380B4D75E4E87AA9CD9B18CD37E725687E47E47.STORY,SYSSUM.TXT,0.71739,0.12741,0.21639,1
ROUGE-1,04C28C2D6C524D96E046CADF32EB44803F83A98C.STORY,SYSSUM.TXT,0.69231,0.06941,0.12617,1
ROUGE-1,13AF8A3B8F4518D92CF1EF12C89DCDFA7F6C752F.STORY,SYSSUM.TXT,0.52941,0.10909,0.18090,1
ROUGE-1,02DEBCF0E915A63BC37DFB4F96690194C66A263A.STORY,SYSSUM.TXT,0.48718,0.05740,0.10270,1
ROUGE-1,058F4EDA4FFD45A354FED0D226B81B0536798862.STORY,SYSSUM.TXT,0.64444,0.10035,0.17365,1
ROUGE-1,03490EA56FA71CC5C6F6767D6F77FA4ABAF76A6B.STORY,SYSSUM.TXT,0.50000,0.09717,0.16271,1
ROUGE-1,0FB4362E0F58C1B0F7275A6B01CD45C7EF79705D.STORY,SYSSUM.TXT,0.42308,0.11282,0.17814,1
ROUGE-1,181C2FEFD6C2C8A265AE15613351D0D4691ECD4A.STORY,SYSSUM.TXT,0.41463,0.05903,0.10334,1
ROUGE-1,11D4E03910071DBFEAF5BF965E8A8A9DC173092F.STORY,SYSSUM.TXT,0.43750,0.06604,0.11475,1
ROUGE-1,0CAAF9B4682090FD32020C61EDFE016C818A5821.STORY,SYSSUM.TXT,0.47222,0.11565,0.18579,1
ROUGE-1,01610C5D388D8682CF26AFB121E473CBD68CC7F8.STORY,SYSSUM.TXT,0.47170,0.17986,0.26042,1
ROUGE-1,1AA7FDACFBC3472388FE81E1923AAC7961014749.STORY,SYSSUM.TXT,0.38095,0.10811,0.16842,1
ROUGE-1,11EEE7B21002C4B2BD2FFC374A141629CF77A419.STORY,SYSSUM.TXT,0.54348,0.13889,0.22124,1
ROUGE-1,18081D66D460BD68E06E108DB167289EB9F8471A.STORY,SYSSUM.TXT,0.47059,0.14414,0.22069,1
ROUGE-1,0EAE5673A064BAB16EBBE48B6216729042F705D0.STORY,SYSSUM.TXT,0.38636,0.08213,0.13546,1
ROUGE-1,052D16E813DF698F7864588F0F21740364727E8E.STORY,SYSSUM.TXT,0.55882,0.12179,0.20000,1
ROUGE-1,1B51BA75B7B11D5760DF8A4491F86144848C8ED9.STORY,SYSSUM.TXT,0.43750,0.08642,0.14433,1
ROUGE-1,04CC302D0DA5D0657B82D0751DDC401E0A17CD60.STORY,SYSSUM.TXT,0.59259,0.17978,0.27586,1
ROUGE-1,18D4F70B6B072618379E4D8DF923AB8B1E356F1F.STORY,SYSSUM.TXT,0.56098,0.14935,0.23590,1
ROUGE-1,12C5020D15E67117581D87CF7A6FEE15A0621EA6.STORY,SYSSUM.TXT,0.29310,0.08213,0.12830,1
ROUGE-1,1461D5FAE736202E232F8733681042DBDBE289A8.STORY,SYSSUM.TXT,0.63830,0.18750,0.28986,1
ROUGE-1,174A8A5FF217985D3AB4ED5BCFA270720EED2F39.STORY,SYSSUM.TXT,0.61538,0.16495,0.26016,1
ROUGE-1,0C9FF22B2DA8749AB368706615143C75C4DEB744.STORY,SYSSUM.TXT,0.65714,0.18852,0.29299,1
ROUGE-1,10547416183A0B7ADE862789CA2445B00164EFEA.STORY,SYSSUM.TXT,0.58333,0.09459,0.16279,1
ROUGE-1,037A738FBAA6CC6D9B05EE0DA2A8D5AEB3FA1EB0.STORY,SYSSUM.TXT,0.57447,0.13636,0.22041,1
ROUGE-1,18A33BD15AF9836C6C6024641CB912E8B9777149.STORY,SYSSUM.TXT,0.67347,0.08250,0.14699,1
ROUGE-1,04D85D18A51AAC57F74ABBD49DD65E2F47534CDE.STORY,SYSSUM.TXT,0.50000,0.10748,0.17692,1
ROUGE-1,198A606A099128D76FC33AB644C4366BC87F4C35.STORY,SYSSUM.TXT,0.37288,0.07483,0.12465,1
ROUGE-1,0AB2C6142EC356025CA095B341C8622A2021E994.STORY,SYSSUM.TXT,0.43333,0.08497,0.14208,1
ROUGE-1,0AE8000E185C687F90B57C6B0852D79A0D97EB0F.STORY,SYSSUM.TXT,0.46341,0.09896,0.16309,1
ROUGE-1,0E54CE8FEDDEC88A2802DFB4931A3B928F531FE6.STORY,SYSSUM.TXT,0.55882,0.05476,0.09974,1
ROUGE-1,17B55FA86F175E5538DFE3FF52497AAFE48B45B7.STORY,SYSSUM.TXT,0.75000,0.06538,0.12027,1
ROUGE-1,0475FAE90B27E28592648E32FD8ED6F87CC34B02.STORY,SYSSUM.TXT,0.36585,0.04839,0.08547,1
ROUGE-1,1956F3BCADDA444B66860624E8596697D680BED8.STORY,SYSSUM.TXT,0.53659,0.04651,0.08560,1
ROUGE-1,0203B8F730D58BE22BF55CEDA0BD485D0F15F7C7.STORY,SYSSUM.TXT,0.30000,0.07186,0.11594,1
ROUGE-1,1744093A3FEA8B8DE0777B1A228C3BA3E515D48E.STORY,SYSSUM.TXT,0.44828,0.09630,0.15854,1
ROUGE-1,0C0531E58BE44274DBFEA947776465554C60F08E.STORY,SYSSUM.TXT,0.62500,0.11236,0.19048,1
ROUGE-1,061B77D42691A92D942827FCE7AB3FF1DEECE7ED.STORY,SYSSUM.TXT,0.45455,0.06868,0.11933,1
ROUGE-1,1A0CCA23343F2631ACE307BDA53103E3EE664EF3.STORY,SYSSUM.TXT,0.51111,0.12432,0.20000,1
ROUGE-1,14F9DC709ECE812995777AEA4FEFFDB9A28186C9.STORY,SYSSUM.TXT,0.51515,0.08019,0.13878,1
ROUGE-1,04ED2E09B217DB75F57D19962A56DB516552049F.STORY,SYSSUM.TXT,0.67188,0.09817,0.17131,1
ROUGE-1,0307CC2735D297BF9CD1A27B20F0FC2AC06ECD7B.STORY,SYSSUM.TXT,0.44737,0.14407,0.21795,1
ROUGE-1,054DE19B1C5E94BDF6132F842E2CFBDB5B7055ED.STORY,SYSSUM.TXT,0.48148,0.24074,0.32099,1
ROUGE-1,07C91F8D6ACEB3B48B03F3E171A81C8F890CAA0F.STORY,SYSSUM.TXT,0.45283,0.12060,0.19048,1
ROUGE-1,1299F74C83F0A24E572F786BB8A6D6F7AC97C579.STORY,SYSSUM.TXT,0.58824,0.05618,0.10256,1
ROUGE-1,1A5881C6CFBFCF220CE1A12D6436991A9248D079.STORY,SYSSUM.TXT,0.41509,0.12022,0.18644,1
ROUGE-1,0CA632CA59116D7CDB217D0D6CDCD0798F642DDE.STORY,SYSSUM.TXT,0.45652,0.07664,0.13125,1
ROUGE-1,1475692BC6915084FF54C079082492957EB9DFA9.STORY,SYSSUM.TXT,0.32727,0.13534,0.19149,1
ROUGE-1,0C77F250D3D104FC50D2E6B4F63E3C885A436284.STORY,SYSSUM.TXT,0.28571,0.10204,0.15038,1
ROUGE-1,0A341E6407A5455F8DFD4834F0AA2758FD845CE4.STORY,SYSSUM.TXT,0.64583,0.15979,0.25620,1
ROUGE-1,1B7063EF3D6011A666FEE55EC8D3382EA8B71A15.STORY,SYSSUM.TXT,0.51724,0.14493,0.22642,1
ROUGE-1,0F11D1BF6455201E7C3AC46B85E45EA7A044F6AA.STORY,SYSSUM.TXT,0.50909,0.29167,0.37086,1
ROUGE-1,0FAEE21F1D82F5264EE787113B7C30E288C21DB5.STORY,SYSSUM.TXT,0.51613,0.15094,0.23358,1
ROUGE-1,0CE47253EDCB361D7BF513B78A46051903C10A62.STORY,SYSSUM.TXT,0.50877,0.17059,0.25551,1
ROUGE-1,05EC542F19BBC3E02CE9BAAE1D0D3AD49442BE18.STORY,SYSSUM.TXT,0.50794,0.26230,0.34595,1
ROUGE-1,04972467F92B3ACEE1A61943016EE5F6F938A905.STORY,SYSSUM.TXT,0.50000,0.05438,0.09809,1
ROUGE-1,14B5D02DBDFC48FCA462B3A04CE6E11F7367F804.STORY,SYSSUM.TXT,0.65714,0.05736,0.10550,1
ROUGE-1,0633B1C55F0613CCB7DDF5DE8169F459D88E0FBA.STORY,SYSSUM.TXT,0.54545,0.14925,0.23438,1
ROUGE-1,0C99586B962A847C1897ACE3DEFB9E500CD3C542.STORY,SYSSUM.TXT,0.47222,0.16505,0.24460,1
ROUGE-1,054BFC9D97027C82F15F3B12484133B4B0FECBDC.STORY,SYSSUM.TXT,0.68627,0.25000,0.36649,1
ROUGE-1,0816F97F00378994FD739571B674E0F5B3FB9D70.STORY,SYSSUM.TXT,0.42857,0.06604,0.11444,1
ROUGE-1,0A7DE0F5EF96887137F9D5B00B07E628E1010AFF.STORY,SYSSUM.TXT,0.44737,0.11644,0.18478,1
ROUGE-1,1952D71FA224184E20E736398D086C912D3B4890.STORY,SYSSUM.TXT,0.58824,0.11494,0.19231,1
ROUGE-1,1706999CC039D722F01757A03CD478521C4CA002.STORY,SYSSUM.TXT,0.64151,0.16832,0.26667,1
ROUGE-1,004971D00A8B29B67597B2BAAD67E813DBBF4B66.STORY,SYSSUM.TXT,0.58621,0.11604,0.19373,1
ROUGE-1,19F5639896F56854802D8C7FC4A48B0E722474F8.STORY,SYSSUM.TXT,0.38776,0.09548,0.15323,1
ROUGE-1,0A5C5A5F92C35EC03CD42FEEE53474D4164CBF33.STORY,SYSSUM.TXT,0.67391,0.22302,0.33514,1
ROUGE-1,0E107FAD0C86FF5A2B5B095E7E6E7772B2D2DDC7.STORY,SYSSUM.TXT,0.50000,0.13869,0.21714,1
ROUGE-1,16A1278CE796E29E6C3196357206B5CDECF8E346.STORY,SYSSUM.TXT,0.65116,0.18301,0.28571,1
ROUGE-1,0C315BBFE2008FB6A93E39244AF99ADF5E4B9EB0.STORY,SYSSUM.TXT,0.55556,0.06897,0.12270,1
ROUGE-1,00E68157235E58B02D724851AFE4CD2AA12640ED.STORY,SYSSUM.TXT,0.27083,0.13131,0.17687,1
ROUGE-1,0EDA5FD3990861E17ADA88BEB1195BFDE52334DA.STORY,SYSSUM.TXT,0.54902,0.19718,0.29016,1
ROUGE-1,1442CFB557C34B0C2BFA2161F0AEDE020CD09E08.STORY,SYSSUM.TXT,0.57500,0.10360,0.17557,1
ROUGE-1,13286D7C18C0B2C1FD97B53156DB20E86322E6BA.STORY,SYSSUM.TXT,0.55263,0.07692,0.13505,1
ROUGE-1,0033829349643E2964A8C3CE5FD997116CE43F7C.STORY,SYSSUM.TXT,0.27907,0.08955,0.13559,1
ROUGE-1,1AC38970B818653CC6A029E35EBAC9558A8A3333.STORY,SYSSUM.TXT,0.42857,0.08491,0.14173,1
ROUGE-1,01CDE715B94F7B966DC2F2CE5983E4302D277496.STORY,SYSSUM.TXT,0.57143,0.16216,0.25263,1
ROUGE-1,05F103FE82DED462C7C330B45B4BBCB55F493D38.STORY,SYSSUM.TXT,0.46667,0.12069,0.19178,1
ROUGE-1,126F72194D926E9DA9FCC2D7C08B5A2109E8A376.STORY,SYSSUM.TXT,0.68182,0.28037,0.39735,1
ROUGE-1,19201A2F495FED38A5ACF719AEE518E8FE157778.STORY,SYSSUM.TXT,0.72881,0.21608,0.33333,1
ROUGE-1,1673C9C0B6E2A2229C42A0FABE6FB1EB104A9D33.STORY,SYSSUM.TXT,0.64103,0.15060,0.24390,1
ROUGE-1,03B5F4494604ADFDDDAACB6D450EB22E161487BF.STORY,SYSSUM.TXT,0.55814,0.12565,0.20513,1
ROUGE-1,14B8C0863F128D1E2636BE1EEC3DB7CFC2EC72E1.STORY,SYSSUM.TXT,0.65957,0.08986,0.15816,1
ROUGE-1,04BBF3350AE268F44C0268EFE24116BD0B3E4FFA.STORY,SYSSUM.TXT,0.45000,0.02970,0.05573,1
ROUGE-1,0E147677FD94E9C381E03060D5F7997BCBE67FB6.STORY,SYSSUM.TXT,0.43182,0.10326,0.16667,1
ROUGE-1,13E9D458B0E2C29661F8DADC342CAB9266E5ADD3.STORY,SYSSUM.TXT,0.55000,0.17323,0.26347,1
ROUGE-1,147C567184910D84EB5B6122DBEB6D5BF355FE9F.STORY,SYSSUM.TXT,0.72222,0.22609,0.34437,1
ROUGE-1,08F6B48B5CDBC658BA12898206AC89BC1004934E.STORY,SYSSUM.TXT,0.46512,0.09756,0.16129,1
ROUGE-1,0110E6A6724D51EE21C64E138EF7A41027A2CD39.STORY,SYSSUM.TXT,0.52174,0.07595,0.13260,1
ROUGE-1,09C9E252FF192324D17C31BE795A7D4CDB21787C.STORY,SYSSUM.TXT,0.70000,0.21990,0.33466,1
ROUGE-1,0F317B6E83B54498C41B31C0E0D0A9C4983308E9.STORY,SYSSUM.TXT,0.40000,0.03571,0.06557,1
ROUGE-1,0D5DD1FFD19659FD884496CE8567AB1A184030BD.STORY,SYSSUM.TXT,0.42857,0.09231,0.15190,1
ROUGE-1,02D287E484A9DA84424D10EEB0C8F3AE52CBC70C.STORY,SYSSUM.TXT,0.90476,0.07011,0.13014,1
ROUGE-1,177F8A252D71C367DED976CED12CEA63ABC9ABAD.STORY,SYSSUM.TXT,0.55172,0.09816,0.16667,1
ROUGE-1,0942D24019DB1611551B707012114940A28A7DF3.STORY,SYSSUM.TXT,0.56410,0.07407,0.13095,1
ROUGE-1,0A1C17D84F846EECCE39356447E4D556FFDD07FA.STORY,SYSSUM.TXT,0.51515,0.26357,0.34872,1
ROUGE-1,0AD92958E68ED0C19BF2BC524947289845C4823B.STORY,SYSSUM.TXT,0.37500,0.17647,0.24000,1
ROUGE-1,0E2CE5DE6D7737CF1F55513D04EF69E6E8CBFA62.STORY,SYSSUM.TXT,0.53846,0.22581,0.31818,1
ROUGE-1,0E53DA778986ECAAC65FB2C98401A0EA01E9B874.STORY,SYSSUM.TXT,0.38095,0.09756,0.15534,1
ROUGE-1,15AEAFAFBF97B55FEA2653871CCDD2B59576417B.STORY,SYSSUM.TXT,0.52632,0.14925,0.23256,1
ROUGE-1,0637BE7A55ABA1CAEAE93F9BD8B39841D8296D76.STORY,SYSSUM.TXT,0.37705,0.10132,0.15972,1
ROUGE-1,0E6A1A1EF0646FDE4A6B2955FF9EEE845BF5F779.STORY,SYSSUM.TXT,0.61290,0.15510,0.24756,1
ROUGE-1,1027D076DBB423B90447F6F3F8315610AEFD682C.STORY,SYSSUM.TXT,0.38298,0.14754,0.21302,1
ROUGE-1,08AF4C69DD1DAAFDD47FB5D9C624105F27E64BBD.STORY,SYSSUM.TXT,0.36667,0.12222,0.18333,1
ROUGE-1,0EC98CE46A4245DD421F9ACAB2AB807D68461684.STORY,SYSSUM.TXT,0.57576,0.04810,0.08879,1
ROUGE-1,04DC1FC653F383B642471E2B8ADC2DC9D66084F9.STORY,SYSSUM.TXT,0.47368,0.11613,0.18653,1
ROUGE-1,106F94E840C247E3DBE3560A3BE50F022480B0BF.STORY,SYSSUM.TXT,0.37143,0.08075,0.13265,1
ROUGE-1,151D06CEF37DE2618245506D5F6ADB1AA01D89B8.STORY,SYSSUM.TXT,0.51220,0.13043,0.20792,1
ROUGE-1,18B23FC7E486851B895AF63CE62E04AC145D2AD6.STORY,SYSSUM.TXT,0.51282,0.18519,0.27211,1
ROUGE-1,056D31D7097348F32B15309FF7EA12240D6D749D.STORY,SYSSUM.TXT,0.52381,0.11518,0.18884,1
ROUGE-1,11E557CBC1C841469BE84829120CE34A46A789B5.STORY,SYSSUM.TXT,0.48649,0.17143,0.25352,1
ROUGE-1,0137A5B22CF54F6EE7F55DD29D1A8A8BFC76D38A.STORY,SYSSUM.TXT,0.62500,0.08596,0.15113,1
ROUGE-1,0826AC35D47D59FEF47FD5DEE2602D283794A2F1.STORY,SYSSUM.TXT,0.50877,0.12134,0.19595,1
ROUGE-1,08B37E45001966A39DFD0C07B5FA5A756B9381A4.STORY,SYSSUM.TXT,0.69492,0.16270,0.26367,1
ROUGE-1,10971F7E8929E9F71CBE55C766465D43ECF66222.STORY,SYSSUM.TXT,0.60526,0.07187,0.12849,1
ROUGE-1,161BDB7CA7A0FFFFCDA53FDBBB41546E3AF07616.STORY,SYSSUM.TXT,0.66071,0.08026,0.14313,1
ROUGE-1,01EFC3D7FA9523C4223B0D72A17192C3830C6033.STORY,SYSSUM.TXT,0.48718,0.07308,0.12709,1
ROUGE-1,15CA0C0261289B3C25E87E72B6D4491CD11501F2.STORY,SYSSUM.TXT,0.48718,0.11515,0.18627,1
ROUGE-1,1877AFFFE50684358F8D26A7715E408D70507DEC.STORY,SYSSUM.TXT,0.42857,0.17476,0.24828,1
ROUGE-1,09F5704C9A59B73164AAC165E6366C4D05100CF8.STORY,SYSSUM.TXT,0.71875,0.19658,0.30872,1
ROUGE-1,1400BBE52C64D28F119F74C872516A29B42FA650.STORY,SYSSUM.TXT,0.63462,0.23239,0.34021,1
ROUGE-1,026F68E35FC34EAA033BF2957DC9F0653556650F.STORY,SYSSUM.TXT,0.43396,0.20536,0.27879,1
ROUGE-1,109C2C3D64CBE75B01FC521D4B95A67204E830D3.STORY,SYSSUM.TXT,0.40816,0.18519,0.25478,1
ROUGE-1,00AAFE70CC9129B3215B62C161D5692164A07494.STORY,SYSSUM.TXT,0.65909,0.10545,0.18182,1
ROUGE-1,1019F078D40EE75CD1C27827C3C4D5736D1767B3.STORY,SYSSUM.TXT,0.42500,0.08057,0.13546,1
ROUGE-1,0E20EEBA826BBBB1418D012CA67FC7CDCD8888A1.STORY,SYSSUM.TXT,0.63830,0.07444,0.13333,1
ROUGE-1,03F8D9E4643724A4F63F3F5EF419EF78E94B8CDB.STORY,SYSSUM.TXT,0.37255,0.08597,0.13971,1
ROUGE-1,021BAE344A04BCA4C3320D205E0CFB8B165C67C9.STORY,SYSSUM.TXT,0.50000,0.14136,0.22041,1
ROUGE-1,0C9D4F0580229CD45C174BEEB06CD972903D3E01.STORY,SYSSUM.TXT,0.59615,0.10438,0.17765,1
ROUGE-1,0085473257680F8F27508D3F286E51AACCD0E8D8.STORY,SYSSUM.TXT,0.65854,0.24545,0.35762,1
ROUGE-1,0E907AC0DD02B47F4A0726790D01F0C57037EC2F.STORY,SYSSUM.TXT,0.75758,0.12626,0.21645,1
ROUGE-1,12808CB5E8265FD52A83805A0649A036BBE888DB.STORY,SYSSUM.TXT,0.38095,0.09302,0.14953,1
ROUGE-1,1882918F4CB0AAFE04F98F966E714B5DE3565DCF.STORY,SYSSUM.TXT,0.82927,0.11184,0.19710,1
ROUGE-1,0D70169CF22FED9317A83C8B590BD6F9DB6A18A8.STORY,SYSSUM.TXT,0.55556,0.13825,0.22140,1
ROUGE-1,12D83D326694E1232E5265D119B439E46885019B.STORY,SYSSUM.TXT,0.66667,0.07447,0.13397,1
ROUGE-1,00F5FF4F7779F01DE1BC6A2AC785895CB5F602FD.STORY,SYSSUM.TXT,0.41026,0.03279,0.06072,1
ROUGE-1,131351EED80EE88D6BCBB142379A752A251AB34C.STORY,SYSSUM.TXT,0.39130,0.17308,0.24000,1
ROUGE-1,14C366353B9348C74622757DD83D7E662991B1CF.STORY,SYSSUM.TXT,0.36364,0.03226,0.05926,1
ROUGE-1,0882695797A02E92F6F0C8F549046ED3E1196FB9.STORY,SYSSUM.TXT,0.61538,0.19355,0.29448,1
ROUGE-1,0B872A9D8B2C3C6115300587E2F4BAE206D5629C.STORY,SYSSUM.TXT,0.61224,0.13274,0.21818,1
ROUGE-1,186AEB35D85E35D153205CD8E6D9D3F73B1E869D.STORY,SYSSUM.TXT,0.60000,0.09259,0.16043,1
ROUGE-1,110C8B4E82FF8AF78FEB124D4978CDC13348CA21.STORY,SYSSUM.TXT,0.56098,0.07187,0.12742,1
ROUGE-1,0952E50EB45F29D7C9ACE8380B635FAD3AE1DB90.STORY,SYSSUM.TXT,0.53061,0.07202,0.12683,1
ROUGE-1,11ABD28C900C984C18EBB240D3C2939A27B7A640.STORY,SYSSUM.TXT,0.52830,0.16279,0.24889,1
ROUGE-1,17790EB7E54B3F464EF2304EE55F2B98E7808E17.STORY,SYSSUM.TXT,0.44898,0.09910,0.16236,1
ROUGE-1,1054B3896FF8CCDE57C8833F48467B0D418E0AFE.STORY,SYSSUM.TXT,0.38182,0.16031,0.22581,1
ROUGE-1,09BA9A07BA5AA59103FD9856799D5894AD381BD8.STORY,SYSSUM.TXT,0.48387,0.09740,0.16216,1
ROUGE-1,1AE13CBB8F747833EC97B76ACEFEEEB7E1AB9CA8.STORY,SYSSUM.TXT,0.66667,0.07186,0.12973,1
ROUGE-1,08A6A2EA60DABFF2A9C52340D585DDFD84BCC3A6.STORY,SYSSUM.TXT,0.63333,0.04069,0.07646,1
ROUGE-1,1869949A38A49B48F2B6367AF291DDF89332BCAB.STORY,SYSSUM.TXT,0.72727,0.19632,0.30918,1
ROUGE-1,096DA80B46FADDA3447A02DBE92E01E22494EF78.STORY,SYSSUM.TXT,0.35185,0.05621,0.09694,1
ROUGE-1,18906845070EB2B151FF2F32AF793923D0F1EBDC.STORY,SYSSUM.TXT,0.56522,0.05285,0.09665,1
ROUGE-1,08A068AB736E86DE5E0A63D92A942FE47C3C66F1.STORY,SYSSUM.TXT,0.58333,0.19178,0.28866,1
ROUGE-1,12A0803A7422BFEDA60978B9E9368BC1A3F2116D.STORY,SYSSUM.TXT,0.49123,0.19178,0.27586,1
ROUGE-1,033B15876D0956EB98211BDB514EF0696D197956.STORY,SYSSUM.TXT,0.48485,0.05634,0.10095,1
ROUGE-1,0772025C767462D7CC0A7EF85348A85F9DD9C1C5.STORY,SYSSUM.TXT,0.51613,0.08602,0.14747,1
ROUGE-1,00719CBC72803002A6A5D83E5F260DBE1F52990D.STORY,SYSSUM.TXT,0.58537,0.14724,0.23529,1
ROUGE-1,157DB2595D2814E751251848CC16B76A97B97390.STORY,SYSSUM.TXT,0.52381,0.12644,0.20370,1
ROUGE-1,1B4DBC3BD307CD173677F8090FEA3C4A5A63E811.STORY,SYSSUM.TXT,0.54054,0.13423,0.21505,1
ROUGE-1,13CDA7F6F22DEF10B36A48A0D689498BAF59D518.STORY,SYSSUM.TXT,0.42553,0.09217,0.15152,1
ROUGE-1,1609F3E7029F78B1C7C85FE1A0F504E4BA3013AB.STORY,SYSSUM.TXT,0.69697,0.09705,0.17037,1
ROUGE-1,19713B40912D4D8135B3621C1772A3C7F147295E.STORY,SYSSUM.TXT,0.58537,0.16438,0.25668,1
ROUGE-1,01D791B7E3985359B05EC6FB178ABB452DC1AC0F.STORY,SYSSUM.TXT,0.38000,0.10383,0.16309,1
ROUGE-1,055AC0791F3028C130FC21D8A16AAC70202ED5D7.STORY,SYSSUM.TXT,0.50000,0.06349,0.11268,1
ROUGE-1,11A62040A97E1A233AB06CA921CFD234BA0B281F.STORY,SYSSUM.TXT,0.40000,0.16783,0.23645,1
ROUGE-1,0E34B614320D8A3F3E3D31832057AF0FC8681C8A.STORY,SYSSUM.TXT,0.61224,0.11321,0.19108,1
ROUGE-1,18F37D05B32DF062988FA640033130B85D85398B.STORY,SYSSUM.TXT,0.47368,0.06897,0.12040,1
ROUGE-1,1B3E257DE647A4D0BB9FF29E00D66D9D27617CEA.STORY,SYSSUM.TXT,0.51613,0.18497,0.27234,1
ROUGE-1,0E2634192C3007D600E03A6036FE4F3CA92DCAD0.STORY,SYSSUM.TXT,0.63158,0.11429,0.19355,1
ROUGE-1,04B3D6ADF722B3B33524C8D288C74E7DB2632A2A.STORY,SYSSUM.TXT,0.49057,0.15951,0.24074,1
ROUGE-1,05FEBEE2AA5EB5E5808156664246842E9E3F4289.STORY,SYSSUM.TXT,0.70968,0.11458,0.19731,1
ROUGE-1,002C715EA1428373CC432C9508D4A48D2E6069F4.STORY,SYSSUM.TXT,0.59574,0.21053,0.31111,1
ROUGE-1,135457F8E60387CBD7A7D600F44F14740DAC0B57.STORY,SYSSUM.TXT,0.31818,0.04795,0.08333,1
ROUGE-1,150116C6D9BE4BC139855BB4251DB5029B06CB0A.STORY,SYSSUM.TXT,0.55172,0.08602,0.14884,1
ROUGE-1,106BB01B8F970EAABBA89D6881315F930306292D.STORY,SYSSUM.TXT,0.54054,0.09050,0.15504,1
ROUGE-1,18F5B01167CD7189057DEEB5F4719726B14F88B7.STORY,SYSSUM.TXT,0.51163,0.13836,0.21782,1
ROUGE-1,07878590F7FB4C5C7CA864080C04F6CFEDA87127.STORY,SYSSUM.TXT,0.54839,0.07173,0.12687,1
ROUGE-1,0FB2A6862EEE3ED95B91DB45FAE6B21EBE9FC98C.STORY,SYSSUM.TXT,0.57627,0.26984,0.36757,1
ROUGE-1,189946270FE1F64EE02F2877679C075B5645C0BB.STORY,SYSSUM.TXT,0.50847,0.19868,0.28571,1
ROUGE-1,0EAEF4C6FB4E96BA83B3C9AC836BA95EC77F0867.STORY,SYSSUM.TXT,0.32432,0.09160,0.14286,1
ROUGE-1,0815A2BC456921D7C9970DD081172D47F6513B45.STORY,SYSSUM.TXT,0.56098,0.18400,0.27711,1
ROUGE-1,00385E5382F413E0C4234DDF71D692ED1E89622F.STORY,SYSSUM.TXT,0.42857,0.08824,0.14634,1
ROUGE-1,06006791FE162901FE9B71DD82F598DEFC986050.STORY,SYSSUM.TXT,0.52381,0.10185,0.17054,1
